transaction_id,timestamp,amount,channel,country,customer_segment,merchant_category,risk_score,is_fraud
TX000035,2024-02-06 16:00,10456.82,Crypto,DE,Corporate,Gambling,79,0
TX000036,2024-01-08 17:00,682.03,ACH,AE,SME,Real Estate,69,0
TX000037,2024-04-13 15:00,10958.26,Wire,KY,Retail,Financial Services,83,0
TX000038,2024-03-22 08:00,34245.7,Wire,DE,HNW,Crypto,67,0
TX000039,2024-03-03 03:00,43.87,Card,US,Retail,Financial Services,36,0
TX000040,2024-05-15 16:00,165.02,Card,CN,SME,Real Estate,56,0
TX000041,2024-05-18 04:00,8486.29,Wire,AE,SME,Crypto,69,0
TX000042,2024-02-19 04:00,41.2,Card,GB,Retail,Crypto,50,0
TX000043,2024-05-19 04:00,620.03,Wire,KY,Retail,Crypto,67,0
TX000044,2024-04-02 16:00,121.09,ACH,US,Retail,Crypto,29,0
TX000045,2024-05-25 06:00,492.2,Card,DE,Retail,Crypto,44,0
TX000046,2024-05-28 03:00,1254.11,Wire,CN,Retail,Gambling,94,1
TX000047,2024-06-11 06:00,289.82,ACH,DE,Retail,Crypto,42,0
TX000048,2024-01-25 22:00,2321.65,ACH,SG,Retail,Financial Services,70,0
TX000049,2024-03-12 23:00,277.37,ACH,CN,SME,Crypto,52,0
TX000050,2024-07-15 05:00,3321.37,Card,DE,Corporate,Retail,54,0
TX000051,2024-04-13 17:00,107.38,Card,SG,Retail,Retail,45,0
TX000052,2024-05-27 08:00,3335.7,ACH,US,SME,Financial Services,45,0
TX000053,2024-03-05 10:00,394.98,ACH,RU,Retail,Real Estate,59,0
TX000054,2024-05-20 05:00,701.76,ACH,DE,SME,Financial Services,48,0
TX000055,2024-05-06 16:00,1044.68,ACH,CN,SME,Financial Services,53,0
TX000056,2024-03-13 07:00,258.25,Card,SG,Retail,Real Estate,44,0
TX000057,2024-07-10 18:00,2459.03,Wire,CN,HNW,Gambling,62,0
TX000058,2024-03-03 14:00,811.56,Wire,US,Retail,Crypto,64,0
TX000059,2024-04-26 01:00,52.9,Card,US,SME,Gambling,43,0
TX000060,2024-03-08 23:00,791.8,ACH,CN,Retail,Real Estate,52,0
TX000061,2024-05-08 16:00,55.52,Card,CN,Retail,Real Estate,36,0
TX000062,2024-02-18 07:00,708.61,Card,AE,SME,Real Estate,52,0
TX000063,2024-06-08 07:00,246.46,Card,US,Corporate,Real Estate,37,0
TX000064,2024-04-05 15:00,6103.51,SWIFT,US,Corporate,Crypto,61,0
TX000065,2024-07-15 14:00,672.36,Card,KY,Retail,Financial Services,65,0
TX000066,2024-07-13 11:00,232.57,Card,DE,Retail,Real Estate,48,0
TX000067,2024-05-04 14:00,762.04,Wire,US,Retail,Gambling,49,0
TX000068,2024-06-26 09:00,906.68,Card,RU,Retail,Crypto,65,0
TX000069,2024-04-22 21:00,12283.2,SWIFT,GB,Retail,Gambling,57,0
TX000070,2024-07-05 11:00,386.13,ACH,US,Retail,Retail,45,0
TX000071,2024-04-09 18:00,723.96,Crypto,DE,Retail,Real Estate,68,0
TX000072,2024-01-06 17:00,1918.52,Wire,KY,SME,Gambling,74,0
TX000073,2024-02-06 20:00,23.97,Card,KY,Retail,Financial Services,46,0
TX000074,2024-04-10 04:00,18770.66,SWIFT,AE,HNW,Financial Services,77,0
TX000075,2024-07-12 21:00,756.22,ACH,US,Retail,Gambling,41,0
TX000076,2024-06-30 04:00,746.9,Card,US,Corporate,Crypto,83,1
TX000077,2024-04-18 08:00,84.56,Card,US,Retail,Retail,48,0
TX000078,2024-01-10 18:00,102.41,ACH,US,Retail,Crypto,43,0
TX000079,2024-04-13 09:00,107.2,Card,DE,SME,Real Estate,45,0
TX000080,2024-03-28 07:00,381.92,Card,GB,Corporate,Financial Services,45,0
TX000081,2024-05-12 01:00,7980.21,Wire,US,HNW,Crypto,59,0
TX000082,2024-04-17 10:00,373.32,Card,US,Corporate,Crypto,46,0
TX000083,2024-02-08 05:00,3015.41,SWIFT,US,SME,Retail,66,0
TX000084,2024-06-06 14:00,2185.12,SWIFT,US,Retail,Retail,67,0
TX000085,2024-04-16 21:00,97.86,Card,GB,Corporate,Retail,43,0
TX000086,2024-03-20 14:00,116.56,Card,DE,Retail,Retail,32,0
TX000087,2024-07-19 20:00,1892.02,Crypto,US,Retail,Financial Services,68,0
TX000088,2024-04-27 23:00,4456.63,Wire,SG,HNW,Crypto,70,0
TX000089,2024-02-18 23:00,245.34,Card,CN,SME,Retail,38,0
TX000090,2024-04-07 21:00,5593.9,Crypto,US,SME,Crypto,70,0
TX000091,2024-02-28 03:00,8782.86,Wire,DE,Corporate,Financial Services,91,1
TX000092,2024-06-14 15:00,1214.92,ACH,KY,Corporate,Gambling,71,0
TX000093,2024-03-03 19:00,649.04,Card,GB,HNW,Real Estate,55,0
TX000094,2024-04-06 03:00,4100.32,Wire,SG,Retail,Real Estate,59,0
TX000095,2024-06-05 04:00,184.65,Card,AE,SME,Real Estate,51,0
TX000096,2024-02-20 02:00,1694.18,Card,US,SME,Crypto,60,0
TX000097,2024-02-01 23:00,4319.31,SWIFT,GB,SME,Crypto,66,0
TX000098,2024-03-26 09:00,968.11,SWIFT,GB,SME,Gambling,67,0
TX000099,2024-01-20 12:00,3499.92,SWIFT,GB,Corporate,Crypto,73,0
TX000100,2024-07-14 04:00,795.92,Card,US,Corporate,Real Estate,48,0
TX000101,2024-05-25 01:00,598.3,ACH,GB,Retail,Retail,55,0
TX000102,2024-03-29 13:00,154.16,Card,US,Retail,Gambling,33,0
TX000103,2024-04-21 03:00,3499.16,ACH,US,Corporate,Real Estate,47,0
TX000104,2024-04-20 09:00,958.89,Crypto,GB,Retail,Real Estate,52,0
TX000105,2024-01-27 07:00,1397.41,Card,AE,Corporate,Real Estate,48,0
TX000106,2024-02-12 02:00,5019.81,Crypto,DE,Retail,Retail,69,0
TX000107,2024-03-16 09:00,1593.85,ACH,CN,Corporate,Retail,49,0
TX000108,2024-04-01 14:00,12098.1,Crypto,KY,Corporate,Gambling,88,0
TX000109,2024-02-22 22:00,20077.53,Crypto,DE,Corporate,Retail,80,0
TX000110,2024-06-27 06:00,5219.43,SWIFT,US,Retail,Retail,66,0
TX000111,2024-04-17 04:00,1470.76,Card,SG,HNW,Gambling,61,0
TX000112,2024-03-19 23:00,65.67,Card,US,Retail,Crypto,35,0
TX000113,2024-01-30 07:00,1211.12,ACH,SG,Retail,Gambling,48,0
TX000114,2024-04-28 16:00,29.78,Card,CN,Retail,Retail,32,0
TX000115,2024-02-12 06:00,3365.06,Wire,GB,SME,Crypto,63,0
TX000116,2024-01-09 00:00,4407.4,Wire,US,Retail,Financial Services,69,0
TX000117,2024-05-03 16:00,28995.67,Wire,KY,HNW,Gambling,78,0
TX000118,2024-02-14 13:00,1412.86,ACH,US,SME,Crypto,51,0
TX000119,2024-03-07 07:00,490.02,Card,GB,Retail,Real Estate,42,0
TX000120,2024-03-24 13:00,78.58,Card,AE,Retail,Real Estate,51,0
TX000121,2024-07-03 04:00,2661.9,ACH,AE,HNW,Retail,59,0
TX000122,2024-03-08 16:00,2958.74,Crypto,RU,Retail,Crypto,77,0
TX000123,2024-04-26 13:00,1567.85,ACH,AE,SME,Financial Services,56,0
TX000124,2024-07-13 16:00,1633.14,Crypto,AE,Corporate,Retail,76,0
TX000125,2024-04-30 02:00,1257.14,Wire,DE,SME,Retail,64,0
TX000126,2024-01-31 07:00,448.82,Card,US,Corporate,Gambling,45,0
TX000127,2024-05-29 01:00,3591.87,Crypto,US,Corporate,Gambling,74,0
TX000128,2024-01-13 17:00,547.24,ACH,US,Corporate,Crypto,45,0
TX000129,2024-05-05 21:00,1857.86,ACH,DE,SME,Crypto,56,0
TX000130,2024-01-05 18:00,95.71,Card,AE,Retail,Crypto,44,0
TX000131,2024-07-15 03:00,16236.65,SWIFT,SG,Retail,Retail,62,0
TX000132,2024-03-06 12:00,357.38,Card,US,Retail,Real Estate,41,0
TX000133,2024-03-20 15:00,5301.14,SWIFT,RU,Retail,Real Estate,84,0
TX000134,2024-04-06 22:00,146.39,Card,DE,SME,Financial Services,42,0
TX000135,2024-03-29 04:00,727.16,ACH,DE,Corporate,Retail,54,0
TX000136,2024-01-18 21:00,627.67,Card,US,SME,Retail,49,0
TX000137,2024-04-19 15:00,202.17,Card,US,Retail,Retail,52,0
TX000138,2024-04-13 22:00,792.97,ACH,US,Retail,Crypto,49,0
TX000139,2024-03-06 17:00,3098.38,ACH,US,Corporate,Gambling,47,0
TX000140,2024-04-13 09:00,127.6,Card,RU,Retail,Financial Services,50,0
TX000141,2024-04-05 08:00,54.38,Card,US,Retail,Crypto,45,0
TX000142,2024-01-20 13:00,199.99,Card,DE,Retail,Retail,37,0
TX000143,2024-01-10 21:00,1329.14,SWIFT,US,Corporate,Real Estate,54,0
TX000144,2024-02-26 12:00,4218.39,SWIFT,DE,SME,Retail,73,0
TX000145,2024-05-23 22:00,9885.31,SWIFT,DE,SME,Gambling,67,0
TX000146,2024-04-11 05:00,8640.42,SWIFT,KY,Retail,Gambling,94,0
TX000147,2024-07-10 15:00,222.22,Card,DE,SME,Crypto,38,0
TX000148,2024-05-11 13:00,82.96,Card,SG,HNW,Financial Services,35,0
TX000149,2024-07-02 11:00,12396.87,Wire,AE,SME,Gambling,69,0
TX000150,2024-04-17 08:00,5395.87,SWIFT,US,Retail,Crypto,72,0
TX000151,2024-01-04 22:00,2424.73,Wire,SG,SME,Crypto,69,0
TX000152,2024-06-22 03:00,8267.23,SWIFT,AE,Retail,Retail,81,0
TX000153,2024-01-07 15:00,13258.29,SWIFT,SG,SME,Crypto,74,0
TX000154,2024-04-10 18:00,3746.9,ACH,SG,HNW,Financial Services,53,0
TX000155,2024-01-28 08:00,373.77,Card,AE,Retail,Financial Services,52,0
TX000156,2024-03-11 15:00,558.99,ACH,CN,Corporate,Crypto,53,0
TX000157,2024-02-16 04:00,1384.03,Crypto,AE,Retail,Crypto,74,0
TX000158,2024-05-22 19:00,102.1,Card,DE,Retail,Gambling,29,0
TX000159,2024-07-04 00:00,56307.48,SWIFT,US,Corporate,Crypto,95,1
TX000160,2024-02-23 08:00,134.89,ACH,US,Retail,Crypto,34,0
TX000161,2024-03-05 19:00,88.22,Card,US,Retail,Retail,47,0
TX000162,2024-03-11 11:00,6038.77,Wire,CN,Retail,Gambling,61,0
TX000163,2024-07-08 01:00,2182.61,SWIFT,US,Retail,Crypto,67,0
TX000164,2024-01-03 17:00,282.13,ACH,US,Retail,Crypto,48,0
TX000165,2024-03-23 07:00,4256.98,Wire,CN,Retail,Financial Services,67,0
TX000166,2024-03-23 00:00,171.7,ACH,US,Retail,Crypto,44,0
TX000167,2024-07-01 16:00,309.42,Card,GB,Corporate,Real Estate,34,0
TX000168,2024-04-29 19:00,1101.55,Card,CN,HNW,Real Estate,50,0
TX000169,2024-05-31 01:00,827.97,ACH,DE,Retail,Gambling,52,0
TX000170,2024-07-07 04:00,16446.86,Wire,DE,Corporate,Financial Services,63,0
TX000171,2024-01-30 16:00,11845.69,Wire,CN,Corporate,Gambling,70,0
TX000172,2024-03-30 06:00,616.95,Card,KY,Corporate,Financial Services,47,0
TX000173,2024-05-05 02:00,7436.48,SWIFT,GB,Retail,Financial Services,62,0
TX000174,2024-01-26 07:00,90.75,Card,US,SME,Gambling,54,0
TX000175,2024-05-05 20:00,13673.02,Wire,CN,Retail,Crypto,63,0
TX000176,2024-03-27 21:00,4492.52,ACH,SG,Corporate,Real Estate,67,0
TX000177,2024-01-11 03:00,3988.09,SWIFT,AE,HNW,Gambling,55,0
TX000178,2024-04-02 02:00,479.28,Card,GB,Retail,Gambling,46,0
TX000179,2024-01-25 22:00,390.1,ACH,US,Retail,Financial Services,41,0
TX000180,2024-01-21 12:00,8941.68,SWIFT,GB,Retail,Crypto,52,0
TX000181,2024-03-13 21:00,47.01,Card,GB,Retail,Gambling,41,0
TX000182,2024-02-03 08:00,1487.42,Crypto,US,SME,Gambling,68,0
TX000183,2024-04-26 02:00,1894.88,Wire,US,HNW,Gambling,51,0
TX000184,2024-01-19 21:00,5690.19,Wire,RU,SME,Real Estate,76,0
TX000185,2024-02-28 22:00,6430.33,Wire,AE,Retail,Retail,69,0
TX000186,2024-02-25 04:00,145.62,Card,KY,SME,Real Estate,48,0
TX000187,2024-06-08 08:00,136.02,ACH,US,Retail,Financial Services,37,0
TX000188,2024-05-17 03:00,86.28,Card,CN,SME,Gambling,56,0
TX000189,2024-05-10 09:00,50.64,Card,GB,Retail,Gambling,34,0
TX000190,2024-04-25 03:00,67.79,Card,AE,Retail,Real Estate,45,0
TX000191,2024-07-01 13:00,4015.13,Wire,US,SME,Retail,61,0
TX000192,2024-03-16 09:00,8125.8,SWIFT,US,Retail,Real Estate,69,0
TX000193,2024-03-07 21:00,128.45,Card,US,Retail,Financial Services,40,0
TX000194,2024-01-25 08:00,3511.1,Crypto,DE,SME,Crypto,64,0
TX000195,2024-04-25 09:00,2355.1,Crypto,DE,SME,Real Estate,76,0
TX000196,2024-01-26 07:00,3486.99,Wire,GB,SME,Real Estate,67,0
TX000197,2024-06-02 09:00,538.48,Card,DE,Retail,Crypto,47,0
TX000198,2024-07-11 18:00,186.39,Card,GB,Retail,Gambling,44,0
TX000199,2024-05-26 02:00,219.56,Card,US,SME,Financial Services,37,0
TX000200,2024-03-14 01:00,31.5,Card,US,Retail,Financial Services,45,0
TX000201,2024-06-23 18:00,582.88,Card,GB,Corporate,Real Estate,49,0
TX000202,2024-07-11 03:00,8200.28,Wire,US,Retail,Financial Services,62,0
TX000203,2024-01-29 12:00,3226.03,Crypto,US,Retail,Gambling,56,0
TX000204,2024-02-01 13:00,99.71,Card,GB,Retail,Financial Services,38,0
TX000205,2024-05-10 03:00,4873.69,SWIFT,US,SME,Real Estate,70,0
TX000206,2024-02-11 21:00,108.78,Card,CN,SME,Financial Services,37,0
TX000207,2024-06-29 10:00,1568.16,ACH,GB,SME,Retail,60,0
TX000208,2024-03-06 07:00,340.67,Card,AE,Retail,Crypto,51,0
TX000209,2024-02-29 19:00,665.06,ACH,GB,SME,Retail,43,0
TX000210,2024-02-10 11:00,452.23,Card,DE,Retail,Gambling,43,0
TX000211,2024-06-05 05:00,1305.22,Wire,US,Retail,Crypto,58,0
TX000212,2024-07-02 08:00,752.97,Card,US,Corporate,Retail,35,0
TX000213,2024-03-05 08:00,4046.18,SWIFT,RU,SME,Financial Services,75,0
TX000214,2024-05-19 23:00,4523.83,Wire,RU,HNW,Crypto,74,0
TX000215,2024-01-14 11:00,1985.98,ACH,GB,Corporate,Real Estate,48,0
TX000216,2024-03-30 18:00,4742.44,SWIFT,DE,Retail,Retail,72,0
TX000217,2024-02-06 21:00,3488.69,Crypto,RU,Corporate,Retail,100,1
TX000218,2024-06-22 15:00,4100.27,Wire,DE,Retail,Crypto,53,0
TX000219,2024-01-08 17:00,27.48,Card,KY,Retail,Retail,48,0
TX000220,2024-06-24 05:00,3523.97,Wire,SG,Retail,Retail,66,0
TX000221,2024-03-18 00:00,164.73,Card,CN,Corporate,Financial Services,43,0
TX000222,2024-07-12 06:00,6385.07,Wire,US,SME,Financial Services,67,0
TX000223,2024-05-29 23:00,306.58,Card,DE,Retail,Gambling,46,0
TX000224,2024-02-21 10:00,2324.63,ACH,SG,SME,Crypto,55,0
TX000225,2024-01-06 07:00,4035.58,SWIFT,GB,Retail,Retail,72,0
TX000226,2024-05-18 14:00,28396.7,Crypto,SG,HNW,Crypto,99,1
TX000227,2024-01-19 12:00,3530.29,Wire,GB,Retail,Crypto,53,0
TX000228,2024-07-08 01:00,2603.84,ACH,US,Retail,Financial Services,68,0
TX000229,2024-02-27 10:00,1033.83,Wire,US,Retail,Crypto,52,0
TX000230,2024-07-04 23:00,110.8,Card,CN,HNW,Retail,41,0
TX000231,2024-03-23 03:00,536.35,Card,CN,Corporate,Gambling,46,0
TX000232,2024-01-24 09:00,1647.26,ACH,GB,SME,Real Estate,53,0
TX000233,2024-06-02 19:00,2534.14,SWIFT,US,SME,Financial Services,63,0
TX000234,2024-01-14 06:00,2200.37,ACH,CN,Corporate,Retail,66,0
TX000235,2024-01-07 00:00,8003.05,Wire,DE,Corporate,Crypto,66,0
TX000236,2024-05-01 04:00,2976.1,Crypto,RU,Retail,Real Estate,86,0
TX000237,2024-05-05 19:00,238.77,Card,DE,SME,Crypto,38,0
TX000238,2024-04-13 03:00,713.35,ACH,GB,Corporate,Retail,54,0
TX000239,2024-04-07 21:00,12777.55,Crypto,GB,SME,Financial Services,71,0
TX000240,2024-03-22 00:00,1457.59,ACH,DE,Corporate,Gambling,41,0
TX000241,2024-04-12 08:00,100.02,ACH,RU,Retail,Crypto,62,0
TX000242,2024-05-05 21:00,803.84,Card,DE,Retail,Real Estate,51,0
TX000243,2024-03-17 04:00,1336.45,ACH,US,SME,Crypto,55,0
TX000244,2024-05-01 00:00,996.67,Card,US,HNW,Real Estate,48,0
TX000245,2024-06-13 21:00,441.47,Card,DE,SME,Crypto,60,0
TX000246,2024-06-26 20:00,6601.2,Wire,US,Corporate,Crypto,60,0
TX000247,2024-07-11 18:00,148.37,Card,GB,Retail,Gambling,51,0
TX000248,2024-01-06 07:00,153.22,Card,GB,SME,Real Estate,22,0
TX000249,2024-02-17 08:00,150.75,Card,US,SME,Retail,40,0
TX000250,2024-03-12 03:00,9759.78,Crypto,US,Corporate,Real Estate,74,0
TX000251,2024-04-11 01:00,3463.68,Wire,US,SME,Gambling,59,0
TX000252,2024-03-01 13:00,5375.16,Crypto,US,Corporate,Financial Services,71,0
TX000253,2024-05-30 00:00,910.84,ACH,DE,SME,Real Estate,47,0
TX000254,2024-03-10 08:00,9555.1,Wire,CN,Corporate,Retail,56,0
TX000255,2024-03-05 01:00,46.3,Card,DE,Retail,Real Estate,28,0
TX000256,2024-04-18 20:00,4554.49,Wire,AE,SME,Crypto,67,0
TX000257,2024-01-15 12:00,190.7,Card,GB,Retail,Retail,37,0
TX000258,2024-03-03 10:00,2104.16,ACH,US,HNW,Retail,43,0
TX000259,2024-07-08 06:00,14492.17,Crypto,RU,Corporate,Gambling,93,0
TX000260,2024-02-22 13:00,753.37,Wire,KY,Retail,Gambling,65,0
TX000261,2024-06-17 16:00,950.7,Card,KY,HNW,Financial Services,71,0
TX000262,2024-06-02 20:00,60.9,Card,KY,Retail,Gambling,48,0
TX000263,2024-07-01 13:00,26795.88,SWIFT,US,SME,Gambling,63,0
TX000264,2024-02-20 01:00,109.6,Card,AE,SME,Crypto,37,0
TX000265,2024-07-10 15:00,1164.51,Card,DE,SME,Gambling,51,0
TX000266,2024-07-05 10:00,14250.48,SWIFT,US,Retail,Real Estate,79,0
TX000267,2024-05-04 13:00,1047.23,Card,SG,Corporate,Crypto,51,0
TX000268,2024-01-06 02:00,4747.58,Wire,RU,SME,Retail,75,0
TX000269,2024-03-11 18:00,7148.74,Crypto,US,SME,Real Estate,79,0
TX000270,2024-06-09 05:00,294.13,ACH,GB,Retail,Retail,49,0
TX000271,2024-05-05 18:00,18940.11,Wire,KY,HNW,Retail,100,1
TX000272,2024-03-23 15:00,206.78,Card,SG,Retail,Gambling,47,0
TX000273,2024-04-01 07:00,5422.49,Wire,US,HNW,Real Estate,57,0
TX000274,2024-04-20 05:00,268.54,Card,CN,Corporate,Financial Services,53,0
TX000275,2024-02-28 21:00,1006.74,Crypto,US,Retail,Retail,71,0
TX000276,2024-05-31 12:00,202.23,Card,US,HNW,Retail,50,0
TX000277,2024-01-12 22:00,498.36,Card,DE,Corporate,Gambling,45,0
TX000278,2024-02-14 15:00,1975.38,Wire,US,Retail,Real Estate,67,0
TX000279,2024-03-03 12:00,8321.93,SWIFT,GB,Corporate,Gambling,75,0
TX000280,2024-02-27 20:00,962.83,ACH,DE,SME,Retail,48,0
TX000281,2024-07-09 02:00,469.55,Card,SG,Retail,Financial Services,53,0
TX000282,2024-02-19 17:00,4849.69,ACH,AE,SME,Financial Services,62,0
TX000283,2024-01-20 03:00,16705.0,ACH,SG,Corporate,Retail,82,0
TX000284,2024-04-21 22:00,1120.43,Card,US,HNW,Crypto,46,0
TX000285,2024-06-15 10:00,3556.48,Wire,US,Retail,Real Estate,58,0
TX000286,2024-03-20 03:00,187.85,Card,GB,Retail,Crypto,50,0
TX000287,2024-01-09 22:00,20299.61,SWIFT,US,HNW,Crypto,68,0
TX000288,2024-03-23 10:00,2814.68,Card,GB,HNW,Retail,62,0
TX000289,2024-06-17 22:00,211.04,Card,US,Retail,Crypto,34,0
TX000290,2024-02-21 07:00,575.75,ACH,GB,Retail,Financial Services,52,0
TX000291,2024-07-02 00:00,11757.0,Crypto,US,HNW,Retail,73,0
TX000292,2024-04-02 04:00,336.71,ACH,GB,Retail,Real Estate,41,0
TX000293,2024-04-24 23:00,296.09,Card,GB,Retail,Retail,48,0
TX000294,2024-04-21 23:00,1322.69,Wire,US,Retail,Retail,55,0
TX000295,2024-03-02 12:00,10923.63,Crypto,KY,Retail,Crypto,75,0
TX000296,2024-01-10 14:00,43660.14,Wire,RU,Corporate,Retail,91,0
TX000297,2024-04-06 16:00,1760.38,ACH,KY,SME,Retail,71,0
TX000298,2024-03-26 12:00,636.67,ACH,DE,Retail,Gambling,37,0
TX000299,2024-04-05 03:00,281.43,ACH,US,Retail,Retail,50,0
TX000300,2024-06-09 03:00,14608.86,SWIFT,SG,Retail,Real Estate,77,0
TX000301,2024-05-27 18:00,260.11,Card,US,Corporate,Gambling,32,0
TX000302,2024-02-03 18:00,153.47,Card,US,SME,Gambling,36,0
TX000303,2024-01-08 11:00,1315.27,SWIFT,US,Retail,Real Estate,53,0
TX000304,2024-03-27 20:00,138.8,Card,CN,Corporate,Gambling,54,0
TX000305,2024-02-29 05:00,63.36,Card,DE,SME,Financial Services,44,0
TX000306,2024-03-21 19:00,95.45,Card,US,Retail,Crypto,40,0
TX000307,2024-06-24 13:00,110.99,Card,GB,Corporate,Crypto,30,0
TX000308,2024-04-04 08:00,441.34,ACH,CN,SME,Gambling,60,0
TX000309,2024-01-07 03:00,80.71,ACH,US,Retail,Retail,42,0
TX000310,2024-06-28 21:00,141.84,Card,US,Retail,Gambling,37,0
TX000311,2024-03-24 09:00,1367.16,Card,GB,SME,Financial Services,52,0
TX000312,2024-05-10 11:00,350.69,ACH,RU,SME,Real Estate,64,0
TX000313,2024-06-04 08:00,8926.62,Crypto,KY,Corporate,Financial Services,94,0
TX000314,2024-01-21 02:00,2377.36,Card,US,Corporate,Crypto,58,0
TX000315,2024-06-15 11:00,365.61,ACH,GB,Retail,Financial Services,47,0
TX000316,2024-02-03 23:00,434.68,Card,AE,Retail,Retail,61,0
TX000317,2024-06-29 02:00,428.36,ACH,CN,Retail,Retail,61,0
TX000318,2024-07-14 15:00,92.89,ACH,US,Retail,Financial Services,48,0
TX000319,2024-02-10 19:00,2386.01,Crypto,US,Retail,Crypto,68,0
TX000320,2024-05-19 05:00,5963.23,Crypto,US,Corporate,Real Estate,63,0
TX000321,2024-06-21 22:00,583.48,ACH,US,SME,Crypto,45,0
TX000322,2024-04-03 19:00,510.96,ACH,CN,Retail,Real Estate,57,0
TX000323,2024-06-04 13:00,32889.24,SWIFT,KY,SME,Financial Services,88,0
TX000324,2024-03-05 22:00,18631.02,SWIFT,US,Corporate,Crypto,61,0
TX000325,2024-01-26 05:00,120.89,Card,DE,SME,Gambling,51,0
TX000326,2024-07-18 11:00,458.85,Card,GB,SME,Financial Services,46,0
TX000327,2024-05-02 20:00,840.79,Card,US,Corporate,Real Estate,61,0
TX000328,2024-01-04 10:00,398.26,Card,SG,Retail,Retail,39,0
TX000329,2024-07-12 18:00,139.58,ACH,DE,Retail,Retail,43,0
TX000330,2024-01-24 10:00,2972.28,Wire,US,Retail,Real Estate,55,0
TX000331,2024-02-03 21:00,1716.83,Crypto,SG,Retail,Retail,63,0
TX000332,2024-06-25 14:00,3988.67,Wire,GB,Retail,Retail,65,0
TX000333,2024-02-13 08:00,180.64,Card,US,Corporate,Real Estate,30,0
TX000334,2024-07-15 10:00,3522.3,Crypto,US,HNW,Real Estate,66,0
TX000335,2024-05-20 06:00,47.95,Card,DE,Retail,Real Estate,31,0
TX000336,2024-06-18 15:00,480.66,ACH,GB,Retail,Real Estate,51,0
TX000337,2024-02-02 02:00,13670.89,SWIFT,CN,Retail,Crypto,85,0
TX000338,2024-07-01 04:00,9779.48,Crypto,US,SME,Retail,81,0
TX000339,2024-06-20 11:00,3226.42,ACH,GB,Corporate,Retail,52,0
TX000340,2024-03-27 07:00,6588.08,Wire,AE,Retail,Crypto,68,0
TX000341,2024-07-15 09:00,93.75,Card,US,Retail,Retail,38,0
TX000342,2024-01-17 03:00,1272.21,ACH,SG,SME,Crypto,39,0
TX000343,2024-04-23 18:00,190.1,Card,SG,Corporate,Gambling,32,0
TX000344,2024-03-14 02:00,11748.63,SWIFT,US,Corporate,Real Estate,70,0
